id,Цена,Год,Площадь,Класс,Количество_больниц,Количество_школ,Количество_парков,Количество_метро
686,18090375.720863137,2023,96.20320406094356,Люкс,6,5,7,3
687,5951385.587997139,2004,39.595991019910116,Стандарт,3,3,1,1
688,16511323.214425355,2021,86.45337087610142,Люкс,7,5,6,2
689,5821747.244260967,2005,38.63291003220762,Стандарт,3,3,1,1
690,2957545.8477907283,1976,25.938975381638567,Эконом,0,2,0,1
691,2260652.6695698686,1984,18.978095840066413,Эконом,1,1,0,1
692,15832773.26795031,2019,83.99835482492722,Люкс,6,5,5,2
693,16588072.682744775,2020,86.14020066268485,Люкс,5,7,7,2
694,2997978.7457734,1989,26.414362124118174,Эконом,0,2,0,1
695,14531278.596288826,2021,72.50568544241972,Люкс,6,6,7,2
696,14933579.776906535,2021,76.06583737854282,Люкс,5,6,6,3
697,16611987.151575504,2021,86.30583050309036,Люкс,6,7,5,3
698,14420709.170262692,2023,72.53699503324744,Люкс,7,6,5,2
699,2703625.1510613947,1963,23.252081183552978,Эконом,1,1,0,1
700,2534415.1010890123,1965,20.69426889515449,Эконом,1,2,0,1
701,3084495.2777947364,1968,27.140081619799727,Эконом,0,2,0,1
702,5624959.34099603,2010,37.886186537572605,Стандарт,3,2,1,1
703,5160583.261378616,2005,35.980664061143095,Стандарт,2,1,1,1
704,2626017.3900925326,1966,22.642541310100455,Эконом,1,1,0,1
705,5608834.782690115,2007,38.92079291072981,Стандарт,2,2,1,1
706,3197749.2079830403,1961,27.39148457235946,Эконом,1,2,0,1
707,5753231.892860684,2005,39.25062608945997,Стандарт,3,2,1,1
708,17750071.977829773,2022,94.9631916317762,Люкс,7,5,6,2
709,5372879.732586225,2007,38.81680875319063,Стандарт,1,1,1,1
710,16575301.284073519,2022,85.90068663993328,Люкс,7,7,5,2
711,18788839.74516715,2019,99.66365372535576,Люкс,7,5,7,3
712,2388928.41863099,1950,21.35677093813811,Эконом,0,1,0,1
713,5409098.001570872,2007,35.04222189489087,Стандарт,3,3,1,1
714,5849639.99474733,2006,39.728499354955176,Стандарт,2,3,1,1
715,16129142.747234069,2018,84.18454153132063,Люкс,6,6,5,3
716,3247544.6204635524,1971,28.696603284780302,Эконом,0,2,0,1
717,2540440.9929175163,1972,21.60928935390077,Эконом,0,2,0,1
718,3093475.908899303,1953,27.324573006281938,Эконом,0,2,0,1
719,5547516.447218408,2010,39.33625905076942,Стандарт,2,1,1,1
720,5924852.073002316,2001,39.50798563004088,Стандарт,3,3,1,1
721,17031124.956588052,2019,89.07751588716704,Люкс,6,7,5,3
722,2220906.8181271167,1983,18.44791419039249,Эконом,0,2,0,1
723,5662820.58915737,2010,38.496836504517795,Стандарт,3,2,1,1
724,2517800.0723818447,1951,22.39788071097815,Эконом,0,1,0,1
725,16089913.805116141,2020,81.84422902711506,Люкс,6,7,6,3
726,5412373.649588026,2008,38.37785966918806,Стандарт,2,1,1,1
727,2776563.947284589,1968,24.19243016729188,Эконом,1,1,0,1
728,17334105.542284578,2022,93.04356035117372,Люкс,5,5,6,3
729,5555301.433437938,2003,37.53581822462339,Стандарт,3,2,1,1
730,14990069.06387842,2018,78.52414485172406,Люкс,6,5,5,2
731,5296664.703384111,2001,35.16552337131165,Стандарт,2,3,1,1
732,14426842.383414047,2021,73.68175010013805,Люкс,5,7,5,2
733,14814265.88926601,2018,74.13827627270511,Люкс,7,6,6,2
734,18168308.677729502,2017,98.73081935675043,Люкс,5,5,6,3
735,18705407.775689952,2019,99.25532005889436,Люкс,7,7,5,3
736,5899331.142795653,2009,39.40825424356595,Стандарт,3,3,1,1
737,17253914.603143577,2020,89.42300778718753,Люкс,7,7,5,3
738,14594179.563996969,2019,75.7187894930892,Люкс,6,5,5,2
739,17652799.84185758,2023,96.1862448126623,Люкс,5,5,6,2
740,18099960.357665688,2022,95.1376555934837,Люкс,6,7,7,2
741,2864824.516620801,1958,25.990410023991377,Эконом,0,1,0,1
742,5638062.39905074,2006,36.90369651137566,Стандарт,3,3,1,1
743,5244635.185482766,2000,35.77391563909762,Стандарт,2,2,1,1
744,5359338.242100472,2005,36.9059478845062,Стандарт,1,3,1,1
745,2279342.7755627194,1967,20.0572760854035,Эконом,0,1,0,1
746,2225263.86083989,1960,19.716436773664036,Эконом,0,1,0,1
747,16123122.247494066,2017,86.85457416305778,Люкс,5,5,5,2
748,16167801.178739987,2022,80.41230283476628,Люкс,7,7,7,3
749,3050640.7453347393,1980,27.76973094100876,Эконом,0,1,0,1
750,5375615.959589072,2003,36.0042404045425,Стандарт,2,3,1,1
751,2848465.580568187,1984,23.86065740298367,Эконом,1,2,0,1
752,3319445.4922771035,1990,29.496354854380318,Эконом,0,2,0,1
753,166,2018,84.14391294245907,Люкс,7,6,5,3
754,2940371.477327771,1951,25.783703801174987,Эконом,1,1,0,1
755,15336168.021784296,2023,79.7569846436106,Люкс,6,6,5,2
756,16735458.163416386,2018,90.2056117976265,Люкс,5,5,5,3
757,3228343.8166558957,1962,29.76641625111737,Эконом,0,1,0,1
758,5151556.6312850565,2010,36.1900037294448,Стандарт,2,1,1,1
759,2381806.1964271204,1962,19.135853371198117,Эконом,1,2,0,1
760,2668386.961337921,1970,23.934316808253733,Эконом,0,1,0,1
761,5372201.742439436,2008,36.74943240968027,Стандарт,2,2,1,1
762,17784898.21760881,2017,95.05875020931384,Люкс,6,6,6,2
763,5513998.243798907,2010,37.089463725270086,Стандарт,2,3,1,1
764,14909107.792912107,2019,76.80713591812591,Люкс,6,5,5,3
765,16853755.377999198,2022,88.69926509826617,Люкс,7,6,5,2
766,5029721.22035504,2010,35.84509692546266,Стандарт,1,1,1,1
767,4954275.243293483,2010,35.23246143314599,Стандарт,1,1,1,1
768,15596202.248005208,2021,80.61271904365977,Люкс,6,5,7,2
769,15732714.244319033,2022,78.45222833912312,Люкс,7,7,7,2
770,2190418.705419447,1973,19.401306794014214,Эконом,0,1,0,1
771,2604902.3304618387,1978,21.492797163152805,Эконом,1,2,0,1
772,2450891.767086351,1963,19.80751222129676,Эконом,1,2,0,1
773,14828427.122066414,2021,75.19912839464439,Люкс,6,5,6,3
774,16549847.909746556,2017,85.76335909663513,Люкс,7,5,6,3
775,5403078.068076684,2006,38.182360453156356,Стандарт,1,2,1,1
776,5238586.3725326145,2002,36.89458421372393,Стандарт,1,2,1,1
777,2313892.444516455,1976,20.427163217959432,Эконом,0,1,0,1
778,3344334.6521935384,1978,29.781039210864584,Эконом,0,2,0,1
779,17648167.849218134,2022,91.20798597233451,Люкс,7,7,6,3
780,5432984.211476568,2007,36.55593188741856,Стандарт,3,2,1,1
781,2502589.676958216,1988,20.23836732719211,Эконом,1,2,0,1
782,5795068.890026551,2009,38.289789394194756,Стандарт,3,3,1,1
783,14346196.928857382,2019,72.13762257176838,Люкс,6,5,6,3
784,2927780.425587819,1976,24.716540331149353,Эконом,1,2,0,1
785,2501694.9570071916,1951,21.412267656943225,Эконом,1,1,0,1
786,5698914.615027877,2007,39.755185506360085,Стандарт,3,1,1,1
787,5167957.018625997,2000,35.09368890253959,Стандарт,2,2,1,1
788,18058989.218015008,2020,95.76297885464618,Люкс,5,7,6,3
789,3203397.9009605576,1956,27.49283482328245,Эконом,1,2,0,1
790,14900986.59834139,2018,77.99069955592749,Люкс,5,6,5,2
791,2877949.0943039507,1964,25.189741370070898,Эконом,1,1,0,1
792,5551900.943394769,2001,38.34827905609184,Стандарт,1,3,1,1
793,15497330.152094955,2017,79.77200960728653,Люкс,6,5,6,3
794,5586384.253159477,2002,37.55306364329996,Стандарт,3,2,1,1
795,5482507.382667773,2007,36.69042267095951,Стандарт,2,3,1,1
796,16102852.512075666,2020,84.7500031985592,Люкс,5,5,7,2
797,5735019.0740751205,2010,38.09411878419907,Стандарт,3,3,1,1
798,16885851.09817785,2020,87.96916185893188,Люкс,7,6,6,2
799,14717977.565783454,2020,73.54019511725215,Люкс,7,5,7,2
800,14769844.298744945,2021,74.0156559207006,Люкс,6,6,7,2
801,17665514.242578067,2021,92.32298922364258,Люкс,6,6,7,3
802,5874892.586538265,2002,39.1438248500641,Стандарт,3,3,1,1
803,5524134.148951189,2004,37.07951942142698,Стандарт,2,3,1,1
804,5547655.623002631,2010,37.47897970157918,Стандарт,2,3,1,1
805,2714106.3031871663,1963,23.437705931444043,Эконом,1,1,0,1
806,5536327.780329943,2003,36.08366516059247,Стандарт,3,3,1,1
807,16782575.10002196,2022,87.3336613261421,Люкс,7,7,5,2
808,5229638.393466659,2002,35.88950825755275,Стандарт,3,1,1,1
809,4992674.0835783845,2010,35.681821240109365,Стандарт,1,1,1,1
810,5466176.928040696,2007,38.52531814224106,Стандарт,1,2,1,1
811,5329466.96282733,2010,36.387113023803636,Стандарт,3,1,1,1
812,16727900.606137387,2020,85.8604419425856,Люкс,7,5,7,3
813,5576957.855229466,2000,38.612768661792536,Стандарт,3,1,1,1
814,2915408.399014833,1988,25.495500900958536,Эконом,1,1,0,1
815,5327357.072286317,2001,35.37922238357437,Стандарт,2,3,1,1
816,5834326.400342243,2001,39.90313834659317,Стандарт,2,3,1,1
817,15686166.475199312,2023,81.06441505462192,Люкс,6,5,6,3
818,2640495.67222633,1976,22.76339280889434,Эконом,1,1,0,1
819,5391405.862799313,2004,37.038323872491766,Стандарт,3,1,1,1
820,2685439.57753468,1969,22.196572245082134,Эконом,1,2,0,1
821,18278372.298010837,2018,98.41276158442577,Люкс,7,5,5,3
822,2865930.9183843103,1979,24.946878970960636,Эконом,1,1,0,1
823,2652296.201102854,1982,21.88616969930727,Эконом,1,2,0,1
824,14823415.504619196,2020,72.25481707977754,Люкс,6,7,7,3
825,5352524.286484027,2008,37.870159588039016,Стандарт,2,1,1,1
826,3203595.266636055,1969,27.32096486193144,Эконом,1,2,0,1
827,5929220.811148152,2003,39.40205285200812,Стандарт,3,3,1,1
828,18167453.704082463,2019,95.6191491962269,Люкс,6,6,7,3
829,2482153.6588495853,1974,22.28867936119407,Эконом,0,1,0,1
830,5854206.909453176,2002,39.91698722121592,Стандарт,2,3,1,1
831,5573234.625375903,2002,37.532717919928345,Стандарт,3,2,1,1
832,2630066.871730323,1963,22.798750299977247,Эконом,0,2,0,1
833,17732845.927909635,2023,92.55837473757025,Люкс,7,7,5,3
834,5731951.802489901,2007,38.790738799943796,Стандарт,3,2,1,1
835,15588810.019086787,2018,82.49630913433344,Люкс,6,5,5,2
836,18966878.038281426,2023,98.84583227973664,Люкс,7,7,7,3
837,14885637.972577017,2022,74.6203856830327,Люкс,6,7,6,2
838,18293754.59111384,2020,96.33331819895793,Люкс,6,6,7,3
839,16013023.889937386,2017,85.34695491592653,Люкс,5,6,5,2
840,18024689.905696046,2021,92.79097058860846,Люкс,7,7,7,3
841,5719145.358681578,2007,38.802514031551404,Стандарт,3,2,1,1
842,5467668.541361659,2004,36.514067476338774,Стандарт,3,2,1,1
843,17919811.486452952,2020,96.03495637579115,Люкс,7,6,5,2
844,2689055.253243952,1959,23.2369413936227,Эконом,0,2,0,1
845,16776473.759947745,2020,84.4317630073319,Люкс,7,7,7,3
846,2303579.1298413635,1958,19.490995866417506,Эконом,1,1,0,1
847,5018026.038542394,2005,35.13969065122782,Стандарт,2,1,1,1
848,13886352.890165022,2021,71.06245207726565,Люкс,5,5,6,2
849,5719826.070380257,2006,37.9959847174848,Стандарт,3,3,1,1
850,18072808.86991624,2017,95.14688960282729,Люкс,7,7,5,3
851,2419486.916945653,1973,21.477010258783746,Эконом,0,1,0,1
852,3324254.8533546296,1981,29.578891622878274,Эконом,0,2,0,1
853,3060161.0931417933,1973,26.976676779657552,Эконом,1,1,0,1
854,5401187.8484493615,2010,37.28011681541837,Стандарт,1,3,1,1
855,3062382.1425516205,1969,26.97888903907846,Эконом,1,1,0,1
856,5458448.945205408,2007,36.420474545132834,Стандарт,2,3,1,1
857,14540176.229471514,2018,76.30498654021187,Люкс,5,5,5,2
858,16568552.062882781,2021,83.80641092486049,Люкс,7,7,7,2
859,5491173.128029594,2010,37.677811788273594,Стандарт,2,2,1,1
860,2806234.615359595,1981,24.41435806495601,Эконом,0,2,0,1
861,2355942.295768421,1983,20.001201565408685,Эконом,1,1,0,1
862,17043999.315297164,2018,89.27339010796389,Люкс,7,5,7,2
863,2378339.994835802,1987,19.125617517099062,Эконом,1,2,0,1
864,2644803.7304657917,1956,23.785226409364423,Эконом,0,1,0,1
865,5422112.811369476,2004,38.397160854437445,Стандарт,1,2,1,1
866,3266035.8703749804,1954,29.060072123450905,Эконом,0,2,0,1
867,2532381.335550619,1989,20.706344437457396,Эконом,1,2,0,1
868,2886180.176720584,1964,24.243682590974686,Эконом,1,2,0,1
869,2525809.6628906303,1965,21.681945982450035,Эконом,0,2,0,1
870,3037539.603991194,1988,26.79336950754466,Эконом,1,1,0,1
871,5795656.858624383,2007,38.50974065037626,Стандарт,3,3,1,1
872,15843303.601602135,2023,83.05063495644004,Люкс,5,5,6,3
873,2967044.520838912,1964,25.927813065548662,Эконом,1,1,0,1
874,3038257.710979979,1975,26.783867408781884,Эконом,1,1,0,1
875,2225244.5213976507,1952,19.45324996919492,Эконом,0,1,0,1
876,14858899.63365782,2017,72.52114471946523,Люкс,6,7,7,3
877,17738721.185193133,2023,96.83189801492419,Люкс,5,5,5,3
878,5158132.8200868005,2006,35.98636967251887,Стандарт,1,2,1,1
879,2939191.1919893995,1989,26.771014835835906,Эконом,0,1,0,1
880,5606868.893481379,2000,39.64610557528487,Стандарт,2,1,1,1
881,5504026.800393625,2001,37.05108350854258,Стандарт,2,3,1,1
882,18329611.834076922,2021,95.76849782267249,Люкс,7,7,6,3
883,3342273.4086895585,1959,29.747031860932506,Эконом,1,1,0,1
884,5807382.993966661,2002,39.33774305555809,Стандарт,2,3,1,1
885,5283126.01552251,2010,36.023137385685104,Стандарт,2,2,1,1
886,17528502.54628844,2019,91.52232924333154,Люкс,7,7,5,3
887,2095968.8191173286,1985,18.45167884485187,Эконом,0,1,0,1
888,5190813.475559315,2010,36.51782436103239,Стандарт,2,1,1,1
889,3349089.6887296946,1974,28.803456639660936,Эконом,1,2,0,1
890,2974334.5902241166,1969,26.051758586200414,Эконом,0,2,0,1
891,5749484.763695665,2007,39.075093873554756,Стандарт,2,3,1,1
892,16149016.91151901,2023,84.25398080391015,Люкс,5,6,7,2
893,16968716.66205934,2021,89.75581403304595,Люкс,5,7,5,3
894,16905053.66538358,2017,90.22445140593592,Люкс,7,5,5,2
895,5438224.046756291,2001,37.263430167366444,Стандарт,1,3,1,1
896,5321518.899224936,2007,35.28382972713856,Стандарт,3,2,1,1
897,17650889.600549906,2022,93.29039524022322,Люкс,7,7,5,2
898,5497693.954574366,2004,37.7952792414817,Стандарт,2,2,1,1
899,14462277.444950173,2019,70.98813275150351,Люкс,7,6,6,3
900,14677470.465061003,2017,74.21015091231418,Люкс,6,5,7,2
901,14985088.847207371,2020,74.3405934903119,Люкс,7,6,6,3
902,17809461.982990656,2022,95.15815090224946,Люкс,5,6,7,2
903,14330228.12811557,2018,70.94447800360946,Люкс,6,7,6,2
904,2240413.4027702203,1973,18.819467387138225,Эконом,0,2,0,1
905,2730035.4850895647,1956,22.609436061857117,Эконом,1,2,0,1
906,3116951.8884526314,1959,26.62579402370382,Эконом,1,2,0,1
907,3022159.4483103985,1976,26.579693161399568,Эконом,0,2,0,1
908,5631460.532728025,2002,39.008983440758286,Стандарт,1,3,1,1
909,2636031.7711231187,1962,22.67375983429574,Эконом,1,1,0,1
910,5553086.278108411,2004,36.282088470487935,Стандарт,3,3,1,1
911,2885003.7578073954,1970,24.17667420218482,Эконом,1,2,0,1
912,5390801.841640194,2001,37.180627292572545,Стандарт,3,1,1,1
913,5288726.4084166,2003,37.17764465641211,Стандарт,2,1,1,1
914,2524057.548032677,1962,21.517658019019905,Эконом,0,2,0,1
915,2372346.4233472943,1956,19.16011780025488,Эконом,1,2,0,1
916,5975301.862088805,2008,39.85572380795558,Стандарт,3,3,1,1
917,15435974.111417225,2021,79.44407040841782,Люкс,6,7,5,2
918,2521426.381946162,1981,21.41653165519574,Эконом,1,1,0,1
919,16967068.26070338,2019,88.74130686857802,Люкс,6,7,6,2
920,16179568.315074433,2019,82.3094926331979,Люкс,7,6,7,2
921,5364533.949377634,2004,36.75540722277886,Стандарт,2,2,1,1
922,5430330.831012064,2008,38.50616741626649,Стандарт,2,1,1,1
923,3193346.808576854,1977,29.351135335559377,Эконом,0,1,0,1
924,13938275.826422643,2019,70.50358022916832,Люкс,6,5,5,3
925,5539904.9977941895,2005,38.120789470786484,Стандарт,2,2,1,1
926,16135881.181749156,2021,82.99227788851022,Люкс,6,5,7,3
927,3209590.264415897,1977,28.318260054187324,Эконом,0,2,0,1
928,5198205.3559971135,2005,36.33124369721551,Стандарт,2,1,1,1
929,5345769.500040948,2003,35.78250840995835,Стандарт,3,2,1,1
930,16064676.611763677,2020,82.73352556910743,Люкс,7,6,5,3
931,5656496.83205829,2006,39.293914332249635,Стандарт,3,1,1,1
932,18534393.647885904,2019,97.0443633783305,Люкс,7,7,7,2
933,3054908.7403920116,1988,26.956009093676528,Эконом,0,2,0,1
934,14161556.355468675,2021,73.02525534013304,Люкс,5,6,5,2
935,5964288.484545534,2003,39.632364760915095,Стандарт,3,3,1,1
936,5031498.405439643,2002,35.85514934267908,Стандарт,1,1,1,1
937,15897663.36711547,2023,82.60089467949875,Люкс,7,6,5,2
938,18184067.396010153,2017,97.72373698397809,Люкс,6,6,5,3
939,5580333.7668372,2006,38.425656637641794,Стандарт,1,3,1,1
940,17714497.51966925,2020,94.53972053571395,Люкс,6,7,5,2
941,2988620.414136519,1962,27.27167291026313,Эконом,0,1,0,1
942,2191253.4269584483,1975,18.118415087161722,Эконом,0,2,0,1
943,5638555.480816531,2009,38.97422598899303,Стандарт,3,1,1,1
944,5398350.236343989,2006,38.13205079783028,Стандарт,1,2,1,1
945,5351571.661261823,2005,37.87605206839294,Стандарт,2,1,1,1
946,15092657.840862107,2018,74.18319892877673,Люкс,7,7,6,3
947,5474521.942500661,2000,39.56567723539852,Стандарт,1,1,1,1
948,15088940.581311828,2017,78.10712450320166,Люкс,6,5,6,2
949,14690026.143098481,2022,73.50272117671933,Люкс,7,7,5,2
950,3275724.03268591,1988,29.219283963229145,Эконом,1,1,0,1
951,5336957.899594742,2006,35.4161769529064,Стандарт,3,2,1,1
952,5177582.306910283,2004,35.457318866087164,Стандарт,1,3,1,1
953,15257952.131598946,2017,79.09835349295953,Люкс,5,6,5,3
954,15514342.47062581,2021,77.96159677797829,Люкс,6,7,6,3
955,5287636.294162269,2008,35.20932756706599,Стандарт,2,3,1,1
956,2870743.216113564,1989,24.111312028448765,Эконом,1,2,0,1
957,5136149.193271495,2007,35.73602821354303,Стандарт,1,2,1,1
958,17889187.86246755,2022,92.72320738313537,Люкс,6,7,7,3
959,18352771.74101961,2017,98.85932226128648,Люкс,5,5,7,3
960,18136476.74950262,2023,97.31911828066687,Люкс,5,5,7,3
961,18029529.085469082,2018,97.84272277318131,Люкс,6,6,5,2
962,17890765.58717532,2018,97.88684608123438,Люкс,5,6,5,2
963,17806410.8435914,2022,92.30119472425986,Люкс,7,6,7,3
964,17852732.740640327,2019,95.38469184640965,Люкс,7,5,6,2
965,15471043.926454214,2021,78.52173194704565,Люкс,6,6,7,2
966,5791094.781652278,2008,39.35746675128043,Стандарт,2,3,1,1
967,17943286.809469875,2019,95.02379650812043,Люкс,5,7,6,3
968,2372780.834393423,1967,21.109621595412968,Эконом,0,1,0,1
969,15092702.58245647,2019,78.25999518231131,Люкс,6,6,5,2
970,3065315.8570754835,1989,26.104555787584765,Эконом,1,2,0,1
971,3312803.196175401,1953,29.627473579898727,Эконом,1,1,0,1
972,17225580.940424733,2021,92.4102287096606,Люкс,6,5,6,2
973,5458022.989964226,2003,37.63818479202831,Стандарт,3,1,1,1
974,5414462.459469585,2008,35.07798128186451,Стандарт,3,3,1,1
975,2694900.355036955,1963,23.220697409125275,Эконом,1,1,0,1
976,5408477.772771874,2007,37.08064320479869,Стандарт,3,1,1,1
977,5404710.066944929,2010,36.137896084481845,Стандарт,3,2,1,1
978,3174560.19653772,1977,26.972045213075482,Эконом,1,2,0,1
979,16950189.04198146,2017,88.42781570563642,Люкс,6,7,5,3
980,2738965.0766608794,1976,24.705981123744333,Эконом,0,1,0,1
981,14568026.045920596,2022,75.63846266292501,Люкс,5,5,5,3
982,17200589.685021646,2022,90.05538038138744,Люкс,5,7,7,2
983,14110174.822600186,2022,72.42629672799234,Люкс,6,5,5,2
984,3322766.8113398748,1950,29.712908328678978,Эконом,0,2,0,1
985,2776403.157884871,1971,25.189268546062067,Эконом,0,1,0,1
986,3303461.2249044566,1968,29.408995213386884,Эконом,0,2,0,1
987,5666652.526164076,2004,39.27240421655008,Стандарт,2,2,1,1
988,3006121.964992733,1956,26.297150096153977,Эконом,1,1,0,1
989,5448378.6387364445,2006,36.69297292058006,Стандарт,2,3,1,1
990,3058714.4635356506,1974,26.876376086448435,Эконом,0,2,0,1
991,2545319.178958373,1967,22.733259397101513,Эконом,0,1,0,1
992,5668853.631751791,2009,38.18814566711973,Стандарт,3,2,1,1
993,5537467.114601925,2007,37.47256289435645,Стандарт,2,3,1,1
994,2398187.6274704174,1957,21.45967978499847,Эконом,0,1,0,1
995,18317979.439684797,2020,96.64554228767902,Люкс,6,7,6,3
996,18207525.34935376,2020,99.93329098526104,Люкс,6,5,5,2
997,2427217.8729717038,1981,20.525975349976733,Эконом,0,2,0,1
998,15103834.277248861,2023,77.14754594136588,Люкс,6,5,7,2
999,2577374.9706340795,1967,23.006161337668317,Эконом,0,1,0,1
1000,18565270.195281208,2019,99.13030195528012,Люкс,5,6,7,3
1001,3452772.0767138544,1952,29.804827160743027,Эконом,1,2,0,1
1002,3316568.4399009105,1958,29.617827905213204,Эконом,0,2,0,1
1003,5478922.174270946,2000,37.733800892347034,Стандарт,2,2,1,1
1004,2363386.7582895155,1987,20.017157112018236,Эконом,1,1,0,1
1005,2576899.7551583853,1980,23.098788943060015,Эконом,0,1,0,1
1006,14178674.87447544,2019,72.02538960279959,Люкс,6,5,6,2
1007,18202755.40154242,2018,98.97284832178337,Люкс,5,6,5,3
1008,17767374.96797821,2022,94.94937971969203,Люкс,6,6,5,3
1009,15244251.207005871,2021,76.11334657145825,Люкс,7,7,6,2
1010,855,2023,83.50792240430141,Люкс,7,6,6,2
1011,2323254.0828687246,1954,18.661697534467887,Эконом,1,2,0,1
1012,16927000.787865672,2023,88.45686348656595,Люкс,7,6,6,2
1013,15922898.39983487,2020,81.60611408136174,Люкс,6,6,7,2
1014,16590448.712710312,2022,89.04284354730251,Люкс,5,5,6,2
1015,2594932.8490019697,1955,22.362381622134443,Эконом,0,2,0,1
1016,2635596.32627702,1969,22.679279641639813,Эконом,0,2,0,1
1017,5370732.380134863,2003,38.83977746925747,Стандарт,1,1,1,1
1018,5199429.786259837,2000,37.62483425879236,Стандарт,1,1,1,1
1019,5278170.887324111,2007,37.09650224125988,Стандарт,1,2,1,1
1020,2514288.1704985388,1980,21.57878159990707,Эконом,1,1,0,1
1021,3166249.1359983385,1968,28.141228752963436,Эконом,0,2,0,1
1022,4998807.986125602,2004,35.93536487183746,Стандарт,1,1,1,1
1023,17167400.8769148,2022,92.09608415643424,Люкс,7,5,5,2
1024,5466445.51736283,2008,36.62955223985842,Стандарт,2,3,1,1
1025,2882010.9346533553,1982,24.293234230869977,Эконом,1,2,0,1
1026,17831179.81898189,2021,95.51858888403584,Люкс,6,5,6,3
1027,5522532.708197056,2010,38.04898745891963,Стандарт,2,2,1,1
1028,5109079.020938099,2002,36.6534627266518,Стандарт,1,1,1,1
1029,16065188.591983503,2018,83.73677653914655,Люкс,6,6,5,3
1030,5655105.287898122,2002,39.151666208330205,Стандарт,2,2,1,1
1031,2250722.392193239,1972,18.00642068486571,Эконом,1,2,0,1
1032,16188337.713908035,2018,81.34260963080004,Люкс,7,6,7,3
1033,16212951.544728696,2022,85.48472208160933,Люкс,5,5,6,3
1034,2897597.8401790084,1966,24.19294951919985,Эконом,1,2,0,1
1035,14695797.06783245,2020,74.49762931702807,Люкс,5,7,6,2
1036,5429464.258052441,2004,39.4137049155373,Стандарт,1,1,1,1
1037,18679258.573340155,2018,98.89301003585878,Люкс,7,7,5,3
1038,5831212.198172775,2004,39.89133804769504,Стандарт,3,2,1,1
1039,2675671.2238247064,1968,24.246778923779534,Эконом,0,1,0,1
1040,5639499.004267959,2004,37.18644596955232,Стандарт,3,3,1,1
1041,5373996.229012626,2004,37.11536472630257,Стандарт,3,1,1,1
1042,2537428.318385367,1967,21.76480529901896,Эконом,0,2,0,1
1043,3155320.7524632066,1963,28.92866924973128,Эконом,0,1,0,1
1044,5390154.88309603,2002,35.13089257597884,Стандарт,3,3,1,1
1045,15377419.295961786,2023,77.09250747541907,Люкс,6,7,7,2
1046,5501117.322466449,2000,38.842685569025186,Стандарт,1,2,1,1
1047,2520335.5944592236,1956,21.586094007192717,Эконом,0,2,0,1
1048,3015899.4518439537,1977,26.56289114364091,Эконом,0,2,0,1
1049,18641320.22501518,2023,99.75216938832965,Люкс,5,7,6,3
1050,5704566.984299864,2009,37.61545436479191,Стандарт,3,3,1,1
1051,5531386.59922599,2005,38.06583175497109,Стандарт,1,3,1,1
1052,2501245.01764754,1958,22.351191877037238,Эконом,0,1,0,1
1053,15956915.63932749,2018,82.7646007740349,Люкс,6,7,5,2
1054,17469632.21791809,2023,92.80456307015339,Люкс,6,6,6,2
1055,3003253.9868518612,1967,27.343870518525875,Эконом,0,1,0,1
1056,5186300.173028523,2000,36.358585735592825,Стандарт,2,1,1,1
1057,3436875.9676786875,1959,29.798564574098542,Эконом,1,2,0,1
1058,14123106.496106153,2020,72.64325690444987,Люкс,5,5,5,3
1059,3017850.5319037354,1990,25.662926120966688,Эконом,1,2,0,1
1060,15081742.62893684,2023,75.89799978625847,Люкс,6,7,5,3
1061,2757357.9329636134,1984,23.92936379319068,Эконом,1,1,0,1
1062,2296257.3458125126,1974,19.16555945353026,Эконом,1,1,0,1
1063,2852052.1318277097,1988,23.832244802948633,Эконом,1,2,0,1
1064,14421739.245874465,2022,71.59032325165059,Люкс,6,7,5,3
1065,3220700.224675493,1982,28.42722881110499,Эконом,1,1,0,1
1066,2770986.1912897294,1982,24.1124517209049,Эконом,0,2,0,1
1067,5794431.876337644,2008,39.446891088598505,Стандарт,2,3,1,1
1068,5374525.037419482,2007,37.7497079576406,Стандарт,1,2,1,1
1069,14367969.377357636,2018,71.19294687047378,Люкс,7,7,5,2
1070,2807957.381348784,1976,23.398248516344093,Эконом,1,2,0,1
1071,3432962.885552457,1959,29.603369412046156,Эконом,1,2,0,1
1072,3143229.531891633,1981,28.91279215573121,Эконом,0,1,0,1
1073,2380469.291374185,1950,20.195551824914205,Эконом,0,2,0,1
1074,17280253.119488467,2022,91.8150132846628,Люкс,6,5,6,3
1075,3335834.0940799066,1990,28.705284239600598,Эконом,1,2,0,1
1076,14677020.891930481,2022,74.4319387287194,Люкс,5,5,7,3
1077,3059614.123340862,1964,25.875813778689746,Эконом,1,2,0,1
1078,5402535.57559329,2004,36.21291213196561,Стандарт,3,2,1,1
1079,5347471.421543531,2010,36.778530211780996,Стандарт,3,1,1,1
1080,3058244.980148156,1970,25.94366549585327,Эконом,1,2,0,1
1081,2911909.7354292916,1959,25.512681649093324,Эконом,1,1,0,1
1082,5716708.146435872,2002,39.70316027770722,Стандарт,3,1,1,1
1083,5271596.979432524,2003,37.05031919170799,Стандарт,2,1,1,1
1084,5515008.243211041,2006,38.91621062110629,Стандарт,2,1,1,1
1085,5585205.121241697,2008,38.73073582093855,Стандарт,1,3,1,1
1086,5046868.176651466,2000,35.25172764930258,Стандарт,2,1,1,1
